time,matsuoka_y1,matsuoka_y2,hopf_x,hopf_y,joint_0,joint_1,hopf_radius
8.53,0.3982306014345992,0.0,0.48691021502924187,-0.9433769444578253,0.4956126444404476,-0.18867538889156507,1.06162216293482
8.540000000000001,0.4179194375425088,0.0,0.5338987744559174,-0.9176067349889561,0.5246991924336923,-0.1835213469977912,1.0616261213170213
8.55,0.4374881160770181,0.0,0.5795361440340815,-0.8894926726159866,0.5533953448838345,-0.17789853452319734,1.0616305180614498
8.56,0.45690418515327774,0.0,0.6237051387047888,-0.8591050549773496,0.5816452128942355,-0.17182101099546992,1.0616353401872014
8.57,0.4761345610359938,0.0,0.6662921935253213,-0.8265200672065077,0.6093929997410581,-0.16530401344130155,1.0616405741341248
8.58,0.49514563418457297,0.0,0.7071876620077057,-0.7918195987122681,0.6365831665861141,-0.15836391974245365,1.0616462057582
8.59,0.513903377015799,0.0,0.7462861055102252,-0.7550910446123043,0.6631605981178441,-0.15101820892246087,1.061652220329859
8.6,0.5323734530864999,0.0,0.7834865728706764,-0.7164270922211468,0.6890707676606351,-0.14328541844422935,1.061658602535243
8.61,0.5505213273945445,0.0,0.818692869484046,-0.6759254930389512,0.7142599012913537,-0.13518509860779024,1.0616653364803668
8.620000000000001,0.5683123774930076,0.0,0.851813815043931,-0.6336888207324187,0.7386751405017937,-0.12673776414648374,1.0616724056981701
8.63,0.585712005109489,0.0,0.8827634891864633,-0.5898242156441479,0.7622647029467816,-0.11796484312882959,1.0616797931584143
8.64,0.6026857479603972,0.0,0.9114614642978064,-0.5444431164112391,0.7849780408199585,-0.10888862328224783,1.061687481280383
8.65,0.6191993914485252,0.0,0.9378330247715138,-0.49766097931794157,0.806765996402828,-0.09953219586358832,1.061695451948335
8.66,0.6352190799314918,0.0,0.9618093720301997,-0.4495969860503155,0.8275809543375318,-0.0899193972100631,1.0617036865296525
8.67,0.6507114272486134,0.0,0.9833278146571017,-0.40037374056304964,0.8473769901800338,-0.08007474811260994,1.0617121658956157
8.68,0.6656436261945263,0.0,1.0023319430171922,-0.35011695580949,0.8661100147979648,-0.070023391161898,1.0617208704447343
8.69,0.6799835566294373,0.0,1.0187717877845048,-0.2989551311253689,0.8837379141863383,-0.05979102622507379,1.0617297801285517
